,Medicine URL,Product name,Category
44,https://www.netmeds.com/prescriptions/adaferin-gel-15gm,Adaferin Gel 15gm,Acne
45,https://www.netmeds.com/prescriptions/adalene-nano-gel-15gm,Adalene Nano Gel 15mg,Acne
46,https://www.netmeds.com/prescriptions/adapero-gel-topical-15gm,ADAPERO Gel(Topical) 15gm,Acne
47,https://www.netmeds.com/prescriptions/adaple-c-gel-15gm,Adaple C Gel 15gm,Acne
48,https://www.netmeds.com/prescriptions/adiff-aqueous-gel-15gm,Adiff Aqueous Gel 15gm,Acne
49,https://www.netmeds.com/prescriptions/adit-0-025-cream-20gm,Adit 0.025% Cream 20gm,Acne
50,https://www.netmeds.com/prescriptions/ahaglow-acne-control-moisturizing-gel-50gm,Ahaglow Acne Control Moisturizing Gel 50gm,Acne
51,https://www.netmeds.com/prescriptions/aknaybar-bathing-bar-100gm,Aknaybar Bathing Bar 100gm,Acne
52,https://www.netmeds.com/prescriptions/alight-plus-gel-15gm,Alight Plus Gel 15gm,Acne
53,https://www.netmeds.com/prescriptions/alonurish-anti-acne-foaming-face-wash-60ml,Alonurish Anti Acne Foaming Face Wash 60ml,Acne
54,https://www.netmeds.com/prescriptions/ap-gel-10gm,AP Gel 10gm,Acne
55,https://www.netmeds.com/prescriptions/atranza-10mg-capsule-100-s,Atranza 10mg Capsule 100'S,Acne
56,https://www.netmeds.com/prescriptions/atret-0-025-cream-30gm,ATRET 0.025% Cream 30gm,Acne
57,https://www.netmeds.com/prescriptions/atret-0-05-cream-30gm,Atret 0.5% Cream 30gm,Acne
58,https://www.netmeds.com/prescriptions/azac-soap-75gm,Azac Soap 75gm,Acne
59,https://www.netmeds.com/prescriptions/aziderm-10-cream-15gm,Aziderm 10% Cream 15gm,Acne
60,https://www.netmeds.com/prescriptions/aziderm-10-gel-15gm,Aziderm 10% Gel 15gm,Acne
61,https://www.netmeds.com/prescriptions/aziderm-15-gel-15gm,Aziderm 15% Gel 15gm,Acne
62,https://www.netmeds.com/prescriptions/aziderm-20-cream-15gm,Aziderm 20% Cream 15gm,Acne
63,https://www.netmeds.com/prescriptions/aziderm-20-gel-15gm,Aziderm 20% Gel 15gm,Acne
64,https://www.netmeds.com/prescriptions/azobril-15-cream-20gm,Azobril 15% Cream 20gm,Acne
65,https://www.netmeds.com/prescriptions/azobril-forte-cream-20gm,AZOBRIL FORTE Cream 20gm,Acne
66,https://www.netmeds.com/prescriptions/bdiff-a-gel-15gm,Bdiff A Gel 15gm,Acne
67,https://www.netmeds.com/prescriptions/bengel-ac-2-5-gel-30gm,Bengel AC 2.5% Gel 30gm,Acne
68,https://www.netmeds.com/prescriptions/benzac-ac-2-5-gel-20gm,Benzac AC 2.5% Gel 20gm,Acne
69,https://www.netmeds.com/prescriptions/benzac-ac-5-gel-20gm,Benzac AC 5% Gel 20gm,Acne
70,https://www.netmeds.com/prescriptions/benzonext-gel-20gm,Benzonext Gel 20gm,Acne
71,https://www.netmeds.com/prescriptions/benzonix-gel-wash-50gm,BENZONIX Gel Wash 50gm,Acne
72,https://www.netmeds.com/prescriptions/brevoxyl-creamy-wash-lotion-50gm,Brevoxyl Creamy Wash Lotion 50gm,Acne
73,https://www.netmeds.com/prescriptions/benzol-5-lotion-30ml,BENZOL 5% Lotion 30ml,Acne
74,https://www.netmeds.com/prescriptions/camyda-300mg-capsule-10-s,Camyda 300mg Capsule 10'S,Acne
75,https://www.netmeds.com/prescriptions/canvaz-gel-topical-15gm,Canvaz Gel(Topical) 15gm,Acne
76,https://www.netmeds.com/prescriptions/checkacne-face-wash-100ml,CHECKACNE Face Wash 100ml,Acne
77,https://www.netmeds.com/prescriptions/cinason-n-gel-20gm,Cinason N Gel 20gm,Acne
78,https://www.netmeds.com/prescriptions/cleargel-gel-20gm,Cleargel Gel 20gm,Acne
79,https://www.netmeds.com/prescriptions/cleargel-ap-gel-15gm,Cleargel AP Gel 15gm,Acne
80,https://www.netmeds.com/prescriptions/cleargel-nico-gel-20gm,CLEARGEL NICO Gel 20gm,Acne
81,https://www.netmeds.com/prescriptions/cliac-gel-15gm,Cliac Gel 15gm,Acne
82,https://www.netmeds.com/prescriptions/cligel-gel-15gm,Cligel Gel 15gm,Acne
83,https://www.netmeds.com/prescriptions/cligel-a-gel-15gm,Cligel A Gel 15gm,Acne
84,https://www.netmeds.com/prescriptions/cligel-n-gel-20gm,Cligel N Gel 20gm,Acne
85,https://www.netmeds.com/prescriptions/cligel-t-gel-15gm,Cligel T Gel 15gm,Acne
86,https://www.netmeds.com/prescriptions/clin-tablet-10-s,Clin Tablet 10's,Acne
87,https://www.netmeds.com/prescriptions/clin-3-gel-15gm,Clin 3 Gel 15gm,Acne
88,https://www.netmeds.com/prescriptions/clincin-gel-10gm,CLINCIN Gel 10gm,Acne
89,https://www.netmeds.com/prescriptions/clincitop-gel-20gm,Clincitop Gel 20gm,Acne
90,https://www.netmeds.com/prescriptions/clindac-a-1-gel-20gm,CLINDAC A 1% Gel 20gm,Acne
91,https://www.netmeds.com/prescriptions/clindac-a-solution-25ml,Clindac A 1% solution 25ml,Acne
92,https://www.netmeds.com/prescriptions/clindac-a-foaming-facewash-50ml,Clindac A Foaming Facewash 50ml,Acne
93,https://www.netmeds.com/prescriptions/clindanam-gel-20gm,CLINDANAM Gel 20gm,Acne
94,https://www.netmeds.com/prescriptions/clindasil-gel-15gm,CLINDASIL Gel 15gm,Acne
95,https://www.netmeds.com/prescriptions/clindasil-a-gel-15gm,CLINDASIL A Gel 15gm,Acne
96,https://www.netmeds.com/prescriptions/clindasure-150mg-capsule-10-s,Clindasure 150mg Capsule 10'S,Acne
97,https://www.netmeds.com/prescriptions/clindatop-gold-gel-20gm,CLINDATOP GOLD Gel 20gm,Acne
98,https://www.netmeds.com/prescriptions/clindot-n-gel-20gm,CLINDOT N Gel 20gm,Acne
99,https://www.netmeds.com/prescriptions/clindoxyl-gel-15gm,Clindoxyl Gel 15gm,Acne
100,https://www.netmeds.com/prescriptions/clinka-gel-20gm,Clinka Gel 20gm,Acne
101,https://www.netmeds.com/prescriptions/clinmax-gel-20gm,Clinmax Gel 20gm,Acne
102,https://www.netmeds.com/prescriptions/clinmi-skin-gel-20gm,Clinmi Skin Gel 20gm,Acne
103,https://www.netmeds.com/prescriptions/clinmiskin-solution-30ml,CLINMISKIN Solution 30ml,Acne
104,https://www.netmeds.com/prescriptions/clinmiskin-ad-gel-20gm,CLINMISKIN AD Gel 20gm,Acne
105,https://www.netmeds.com/prescriptions/clinred-b-gel-15gm,CLINRED B Gel 15gm,Acne
106,https://www.netmeds.com/prescriptions/clinsol-plus-gel-15gm,CLINSOL PLUS Gel 15gm,Acne
107,https://www.netmeds.com/prescriptions/clinxa-gel-20gm,Clinxa Gel 20gm,Acne
108,https://www.netmeds.com/prescriptions/clinxa-a-gel-20gm,Clinxa A Gel 20gm,Acne
109,https://www.netmeds.com/prescriptions/comedolytic-cream-20gm,Comedolytic Cream 20gm,Acne
110,https://www.netmeds.com/prescriptions/crixan-gel-15gm,Crixan Gel 15gm,Acne
111,https://www.netmeds.com/prescriptions/d-acne-soap-75gm,D Acne Soap 75gm,Acne
112,https://www.netmeds.com/prescriptions/d-acne-gel-10gm,D Acne Gel 10gm,Acne
113,https://www.netmeds.com/prescriptions/d-acne-i-10mg-capsule-10-s,D Acne I 10mg Capsule 10'S,Acne
114,https://www.netmeds.com/prescriptions/d-acne-i-20mg-capsule-10-s,D Acne I 20mg Capsule 10'S,Acne
115,https://www.netmeds.com/prescriptions/d-acne-plus-gel-15gm,D Acne Plus Gel 15gm,Acne
116,https://www.netmeds.com/prescriptions/dalcihit-300mg-capsule-10-s,Dalcihit 300Mg Capsule 10's,Acne
117,https://www.netmeds.com/prescriptions/deriva-bpo-gel-15gm,Deriva Bpo Gel 15gm,Acne
118,https://www.netmeds.com/prescriptions/deriva-cms-gel-15gm,Deriva Cms Gel 15gm,Acne
119,https://www.netmeds.com/prescriptions/deriva-ms-gel-15gm,Deriva MS Gel 15gm,Acne
120,https://www.netmeds.com/prescriptions/derlin-gel-10gm,Derlin Gel 10gm,Acne
121,https://www.netmeds.com/prescriptions/dermadew-b-bar-75gm,DERMADEW B Bar 75gm,Acne
122,https://www.netmeds.com/prescriptions/ds-acne-face-wash-100gm,DS ACNE Face Wash 100gm,Acne
123,https://www.netmeds.com/prescriptions/ega-night-cream-30gm,EGA Night Cream 30gm,Acne
124,https://www.netmeds.com/prescriptions/elosone-ht-cream-15gm,Elosone HT Cream 15gm,Acne
125,https://www.netmeds.com/prescriptions/emolene-cream-100gm,Emolene Cream 100gm,Acne
126,https://www.netmeds.com/prescriptions/epiduo-gel-15gm,Epiduo Gel 15gm,Acne
127,https://www.netmeds.com/prescriptions/erytop-gel-20gm,Erytop Gel 20gm,Acne
128,https://www.netmeds.com/prescriptions/erytop-lotion-25ml,Erytop Lotion 25ml,Acne
129,https://www.netmeds.com/prescriptions/erytop-n-geltopical-15gm,ERYTOP N Gel(Topical) 15gm,Acne
130,https://www.netmeds.com/prescriptions/ethitret-10mg-capsule-10-s,Ethitret 10mg Capsule 10'S,Acne
131,https://www.netmeds.com/prescriptions/ethitret-20mg-capsule-10-s,Ethitret 20mg Capsule 10'S,Acne
132,https://www.netmeds.com/prescriptions/exazel-10-cream-15gm,Exazel 10% Cream 15gm,Acne
133,https://www.netmeds.com/prescriptions/exazel-20-cream-15gm,Exazel 20% Cream 15gm,Acne
134,https://www.netmeds.com/prescriptions/exazel-n-cream-15gm,Exazel N Cream 15gm,Acne
135,https://www.netmeds.com/prescriptions/ezanic-10-cream-15gm,Ezanic 10% Cream 15gm,Acne
136,https://www.netmeds.com/prescriptions/ezanic-20-cream-15gm,Ezanic 20% Cream 15gm,Acne
137,https://www.netmeds.com/prescriptions/ezanic-20-gel-15gm,Ezanic 20% Gel 15gm,Acne
138,https://www.netmeds.com/prescriptions/faceclin-gel-20gm,Faceclin Gel 20gm,Acne
139,https://www.netmeds.com/prescriptions/faceclin-at-gel-15gm,Faceclin AT Gel 15gm,Acne
140,https://www.netmeds.com/prescriptions/femcinol-a-gel-20gm,Femcinol A Gel 20gm,Acne
141,https://www.netmeds.com/prescriptions/femcinol-adp-gel-15gm,Femcinol Adp Gel 15gm,Acne
142,https://www.netmeds.com/prescriptions/ga-12-cream-30gm,Ga 12 Cream 30gm,Acne
143,https://www.netmeds.com/prescriptions/ga-6-cream-30gm,Ga 6 Cream 30gm,Acne
144,https://www.netmeds.com/prescriptions/glocin-gel-30gm,GLOCIN Gel 30gm,Acne
145,https://www.netmeds.com/prescriptions/glotret-10mg-tablet-10-s,Glotret 10mg Tablet 10'S,Acne
146,https://www.netmeds.com/prescriptions/glotret-20mg-tablet-10-s,Glotret 20mg Tablet 10'S,Acne
147,https://www.netmeds.com/prescriptions/glotret-30mg-tablet-10-s,Glotret 30mg Tablet 10'S,Acne
148,https://www.netmeds.com/prescriptions/glotret-5mg-tablet-10-s,Glotret 5mg Tablet 10'S,Acne
149,https://www.netmeds.com/prescriptions/glyaha-lotion-50gm,Glyaha Lotion 50gm,Acne
150,https://www.netmeds.com/prescriptions/htm-cream-15gm,HTM Cream 15gm,Acne
151,https://www.netmeds.com/prescriptions/i-deriva-10mg-capsule-10-s,I Deriva 10mg Capsule 10'S,Acne
152,https://www.netmeds.com/prescriptions/i-deriva-20mg-capsule-10-s,I Deriva 20mg Capsule 10'S,Acne
153,https://www.netmeds.com/prescriptions/iret-10mg-capsule-10-s,IRET 10mg Capsule 10's,Acne
154,https://www.netmeds.com/prescriptions/isac-20mg-capsule-10-s,Isac 20mg Capsule 10'S,Acne
155,https://www.netmeds.com/prescriptions/isac-10mg-capsule-10-s,Isac 10mg Capsule 10'S,Acne
156,https://www.netmeds.com/prescriptions/isinin-20mg-capsule-10-s,ISININ 20mg Capsule 10's,Acne
157,https://www.netmeds.com/prescriptions/isoin-10mg-capsule-10-s,Isoin 10mg Capsule 10'S,Acne
158,https://www.netmeds.com/prescriptions/isoin-20mg-capsule-10-s,Isoin 20mg Capsule 10'S,Acne
159,https://www.netmeds.com/prescriptions/isokon-20mg-capsule-10s,ISOKON 20mg Capsule 10's,Acne
160,https://www.netmeds.com/prescriptions/isokon-10mg-capsule-10-s,Isokon 10mg Capsule 10'S,Acne
161,https://www.netmeds.com/prescriptions/isotacne-20mg-capsule-10-s,ISOTACNE 20mg Capsule 10's,Acne
162,https://www.netmeds.com/prescriptions/isotane-20mg-capsule-10-s,Isotane 20mg Capsule 10'S,Acne
163,https://www.netmeds.com/prescriptions/isotroin-10mg-capsule-10-s,Isotroin 10mg Capsule 10'S,Acne
164,https://www.netmeds.com/prescriptions/isotroin-20mg-capsule-10-s,Isotroin 20mg Capsule 10'S,Acne
165,https://www.netmeds.com/prescriptions/isotroin-30mg-capsule-10-s,Isotroin 30mg Capsule 10'S,Acne
166,https://www.netmeds.com/prescriptions/isotroin-5mg-capsule-10-s,Isotroin 5mg Capsule 10'S,Acne
167,https://www.netmeds.com/prescriptions/lacne-gel-15gm,Lacne Gel 15gm,Acne
168,https://www.netmeds.com/prescriptions/lacne-soap-75gm,Lacne Syndet Bar 75gm,Acne
169,https://www.netmeds.com/prescriptions/lacne-foaming-face-wash-lotion-60ml,Lacne Foaming Face Wash Lotion 60ml,Acne
170,https://www.netmeds.com/prescriptions/lee-neem-face-wash-70gm,LEE Neem Face Wash 70gm,Acne
171,https://www.netmeds.com/prescriptions/litetone-cream-20gm,Litetone Cream 20gm,Acne
172,https://www.netmeds.com/prescriptions/mandisa-face-wash-60ml,MANDISA FOAM FACE WASH 60ML,Acne
173,https://www.netmeds.com/prescriptions/mandisa-foaming-face-wash-100ml,MANDISA FOAMING Face Wash 100ml,Acne
174,https://www.netmeds.com/prescriptions/melacare-cream-25gm,MELACARE Cream 25gm,Acne
175,https://www.netmeds.com/prescriptions/melalong-ad-cream-15gm,Melalong AD Cream 15gm,Acne
176,https://www.netmeds.com/prescriptions/microbenz-3-5-aqueous-gel-15gm,Microbenz 3.5% Aqueous Gel 15gm,Acne
177,https://www.netmeds.com/prescriptions/minoz-bpo-gel-15gm,Minoz Bpo Gel 15gm,Acne
178,https://www.netmeds.com/prescriptions/nayzit-gel-15gm,Nayzit Gel 15gm,Acne
179,https://www.netmeds.com/prescriptions/neutin-capsule-10-s,NEUTIN Capsule 10's,Acne
180,https://www.netmeds.com/prescriptions/nexret-t-0-04-gel-15gm,NEXRET T 0.04% Gel 15gm,Acne
181,https://www.netmeds.com/prescriptions/nexret-tc-gel-15gm,NEXRET TC Gel 15gm,Acne
182,https://www.netmeds.com/prescriptions/nilac-gel-20gm,Nilac Gel 20gm,Acne
183,https://www.netmeds.com/prescriptions/nilac-a-gel-20gm,Nilac A Gel 20gm,Acne
184,https://www.netmeds.com/prescriptions/nioclean-gel-20gm,Nioclean Gel 20gm,Acne
185,https://www.netmeds.com/prescriptions/nioclean-ad-gel-15gm,Nioclean AD Gel 15gm,Acne
186,https://www.netmeds.com/prescriptions/nioret-nano-gel-15gm,Nioret Nano Gel 15gm,Acne
187,https://www.netmeds.com/prescriptions/obril-cream-20gm,OBRIL Cream 20gm,Acne
188,https://www.netmeds.com/prescriptions/ocotret-20mg-tablet-10-s,Ocotret 20mg Tablet 10'S,Acne
189,https://www.netmeds.com/prescriptions/oraret-10mg-capsule-10-s,Oraret 10mg Capsule 10'S,Acne
190,https://www.netmeds.com/prescriptions/paknet-c-gel-15gm,Paknet C Gel(Topical) 15gm,Acne
191,https://www.netmeds.com/prescriptions/papulex-cream-15gm,Papulex Cream 15gm,Acne
192,https://www.netmeds.com/prescriptions/papulex-cleansing-gel-100ml,Papulex Cleansing Gel 100ml,Acne
193,https://www.netmeds.com/prescriptions/pernex-ac-2-5-gel-20gm,Pernex AC 2.5% Gel 20gm,Acne
194,https://www.netmeds.com/prescriptions/pernex-ac-5-gel-20gm,Pernex AC 5% Gel 20gm,Acne
195,https://www.netmeds.com/prescriptions/perobar-2-5-bar-75gm,Perobar 2.5% Bar 75gm,Acne
196,https://www.netmeds.com/prescriptions/perobar-5-bar-75gm,Perobar 5% Bar 75gm,Acne
197,https://www.netmeds.com/prescriptions/peroclin-2-5-gel-15gm,Peroclin 2.5% Gel 15gm,Acne
198,https://www.netmeds.com/prescriptions/peroclin-5-gel-15gm,Peroclin 5% Gel 15gm,Acne
199,https://www.netmeds.com/prescriptions/peroduo-gel-15gm,Peroduo Gel 15gm,Acne
200,https://www.netmeds.com/prescriptions/persol-ac-2-5-gel-30gm,Persol AC 2.5% Gel 30gm,Acne
201,https://www.netmeds.com/prescriptions/persol-ac-5-gel-30gm,Persol AC 5 Gel 30gm,Acne
202,https://www.netmeds.com/prescriptions/persol-forte-cream-30gm,Persol Forte Cream 30gm,Acne
203,https://www.netmeds.com/prescriptions/persol-plus-gel-15gm,Persol Plus Gel 15gm,Acne
204,https://www.netmeds.com/prescriptions/pinoin-0-025-cream-20gm,Pinoin 0.025% Cream 20gm,Acne
205,https://www.netmeds.com/prescriptions/pinoin-0-05-cream-20gm,Pinoin 0.05% Cream 20gm,Acne
206,https://www.netmeds.com/prescriptions/pinoin-10mg-capsule-10-s,Pinoin 10mg Capsule 10'S,Acne
207,https://www.netmeds.com/prescriptions/postac-geltopical-20gm,POSTAC Gel(Topical) 20gm,Acne
208,https://www.netmeds.com/prescriptions/purodil-gel-20gm,Purodil Gel 20gm,Acne
209,https://www.netmeds.com/prescriptions/regiso-20mg-capsule-10-s,REGISO 20mg Capsule 10's,Acne
210,https://www.netmeds.com/prescriptions/resoten-10mg-capsule-10-s,Resoten 10mg Capsule 10'S,Acne
211,https://www.netmeds.com/prescriptions/resoten-20mg-capsule-10-s,Resoten 20mg Capsule 10'S,Acne
212,https://www.netmeds.com/prescriptions/retik-cream-30gm,Retik Cream 30gm,Acne
213,https://www.netmeds.com/prescriptions/retino-a-0-025-cream-20gm,Retino A 0.025% Cream 20gm,Acne
214,https://www.netmeds.com/prescriptions/retino-a-0-05-cream-20gm,Retino A 0.05% Cream 20gm,Acne
215,https://www.netmeds.com/prescriptions/retino-a-micro-0-04-gel-15gm,Retino A Micro 0.04% Gel 15gm,Acne
216,https://www.netmeds.com/prescriptions/retino-a-micro-0-1-gel-15gm,Retino A Micro 0.1% Gel 15gm,Acne
217,https://www.netmeds.com/prescriptions/retino-ac-gel-15gm,Retino AC Gel 15gm,Acne
218,https://www.netmeds.com/prescriptions/revize-0-02-creams-20gm,Revize 0.02% Creams 20gm,Acne
219,https://www.netmeds.com/prescriptions/revize-micro-0-025-gel-20gm,Revize Micro 0.025% Gel 20gm,Acne
220,https://www.netmeds.com/prescriptions/revize-micro-0-04-gel-20gm,Revize Micro 0.04% Gel 20gm,Acne
221,https://www.netmeds.com/prescriptions/saferet-10mg-tablet-30-s,Saferet 10mg Tablet 30'S,Acne
222,https://www.netmeds.com/prescriptions/saferet-20mg-tablet-30-s,Saferet 20mg Tablet 30'S,Acne
223,https://www.netmeds.com/prescriptions/saferet-5mg-tablet-30-s,Saferet 5mg Tablet 30'S,Acne
224,https://www.netmeds.com/prescriptions/saliac-bar-75gm,Saliac Bar 75gm,Acne
225,https://www.netmeds.com/prescriptions/saliface-face-wash-foam-60ml,Saliface Face Wash Foam 60ml,Acne
226,https://www.netmeds.com/prescriptions/senseal-kf-gel-100gm,Senseal KF Gel 100gm,Acne
227,https://www.netmeds.com/prescriptions/skinbless-cream-20gm,Skinbless Cream 20gm,Acne
228,https://www.netmeds.com/prescriptions/skinshine-soap-75gm,Skinshine Soap 75gm,Acne
229,https://www.netmeds.com/prescriptions/slc-2-facewash-50gm,SLC 2% Facewash 50gm,Acne
230,https://www.netmeds.com/prescriptions/slc-acne-bar-100gm,SLC ACNE Bar 100gm,Acne
231,https://www.netmeds.com/prescriptions/sotret-10mg-capsule-10-s,Sotret 10mg Capsule 10'S,Acne
232,https://www.netmeds.com/prescriptions/sotret-20mg-capsule-10-s,Sotret 20mg Capsule 10'S,Acne
233,https://www.netmeds.com/prescriptions/sotret-30mg-capsule-10-s,Sotret 30mg Capsule 10'S,Acne
234,https://www.netmeds.com/prescriptions/supatret-0-04-aqueous-gel-20gm,Supatret 0.04% Aqueous Gel 20gm,Acne
235,https://www.netmeds.com/prescriptions/supatret-c-aqueous-gel-15gm,Supatret C Aqueous Gel 15gm,Acne
236,https://www.netmeds.com/prescriptions/tarsalic-lotion-60ml,Tarsalic Lotion 60ml,Acne
237,https://www.netmeds.com/prescriptions/tazret-gel-topical-20gm,Tazret Gel(Topical) 20gm,Acne
238,https://www.netmeds.com/prescriptions/tazret-forte-cream-20gm,Tazret Forte Cream 20gm,Acne
239,https://www.netmeds.com/prescriptions/tivenca-gel-30gm,TIVENCA Gel 30gm,Acne
240,https://www.netmeds.com/prescriptions/trebor-0-05-cream-20gm,Trebor 0.05% Cream 20gm,Acne
241,https://www.netmeds.com/prescriptions/trebor-cream-20gm,Trebor Cream 20gm,Acne
242,https://www.netmeds.com/prescriptions/tret-0-012-gel-15gm,TRET 0.012% Gel 15gm,Acne
243,https://www.netmeds.com/prescriptions/tret-0-025-gel-15gm,TRET 0.025% Gel 15gm,Acne
244,https://www.netmeds.com/prescriptions/tretin-0-025-cream-30gm,Tretin 0.025% Cream 30gm,Acne
245,https://www.netmeds.com/prescriptions/tretin-0-05-cream-30gm,Tretin 0.05% Cream 30gm,Acne
246,https://www.netmeds.com/prescriptions/tretin-iso-10mg-capsule-10-s,Tretin Iso 10mg Capsule 10'S,Acne
247,https://www.netmeds.com/prescriptions/tretin-iso-20mg-capsule-10-s,Tretin Iso 20mg Capsule 10'S,Acne
248,https://www.netmeds.com/prescriptions/tretiva-10mg-capsule-10-s,Tretiva 10mg Capsule 10'S,Acne
249,https://www.netmeds.com/prescriptions/tretiva-20mg-capsule-10-s,Tretiva 20mg Capsule 10'S,Acne
250,https://www.netmeds.com/prescriptions/tretiva-25mg-capsule-10-s,Tretiva 25mg Capsule 10'S,Acne
251,https://www.netmeds.com/prescriptions/tretiva-30mg-capsule-10-s,Tretiva 30mg Capsule 10'S,Acne
252,https://www.netmeds.com/prescriptions/tretiva-40mg-capsule-10-s,Tretiva 40mg Capsule 10'S,Acne
253,https://www.netmeds.com/prescriptions/tretiva-5mg-capsule-10-s,Tretiva 5mg Capsule 10'S,Acne
254,https://www.netmeds.com/prescriptions/tri-luma-cream-15gm,TRILuma Cream 15gm,Acne
255,https://www.netmeds.com/prescriptions/tronin-ms-gel-20gm,Tronin MS Gel 20gm,Acne
256,https://www.netmeds.com/prescriptions/trunex-ms-aqueous-gel-15gm,Trunex MS Aqueous Gel 15gm,Acne
257,https://www.netmeds.com/prescriptions/tufacne-10mg-capsule-10-s,Tufacne 10mg Capsule 10'S,Acne
258,https://www.netmeds.com/prescriptions/tufacne-20mg-capsule-10-s,Tufacne 20mg Capsule 10'S,Acne
259,https://www.netmeds.com/prescriptions/unrival-softgel-capsule-10s,UNRIVAL Softgel Capsule 10's,Acne
260,https://www.netmeds.com/prescriptions/varenya-cream-30gm,Varenya Cream 30gm,Acne
